sensor,scale_source,downscale,px_per_mm,zero_shift_mm,zero_shift_source,grey_levels_used,mm_per_grey_level,ball_deepest_mm,cyl4_raw_bias,cyl4_raw_mae,cyl4_raw_bias_deep,cyl4_raw_mae_deep,cyl4_raw_slope,cyl4_raw_rms_after_linear,cyl4_raw_size,cyl4_raw_size_err,cyl4_raw_flat,cyl4_corrected_bias,cyl4_corrected_mae,cyl4_corrected_bias_deep,cyl4_corrected_mae_deep,cyl4_corrected_slope,cyl4_corrected_rms_after_linear,cyl4_corrected_size,cyl4_corrected_size_err,cyl4_corrected_flat,cube4_raw_bias,cube4_raw_mae,cube4_raw_bias_deep,cube4_raw_mae_deep,cube4_raw_slope,cube4_raw_rms_after_linear,cube4_raw_size,cube4_raw_size_err,cube4_raw_flat,cube4_raw_squareness,cube4_raw_angle_deg,cube4_corrected_bias,cube4_corrected_mae,cube4_corrected_bias_deep,cube4_corrected_mae_deep,cube4_corrected_slope,cube4_corrected_rms_after_linear,cube4_corrected_size,cube4_corrected_size_err,cube4_corrected_flat,cube4_corrected_squareness,cube4_corrected_angle_deg,width_px,height_px,error,suspect_hardware,density_px_per_mm2
hard_1mm_r1,own,1.0,93.82314012650215,0.1359381356364863,own,18,0.0398988859036926,0.7181799462664671,-0.0937922255514733,0.0937922255514733,-0.1006807650152241,0.1006807650152241,0.9050226778931016,0.0159030776769015,3.936548716836816,-0.0634512831631846,0.024740794673562,-0.025462790709602,0.0277543396006877,-0.0143902974847351,0.0178276208213636,1.042124046690988,0.0207871850644425,4.08029244892718,0.0802924489271799,0.0248899786836571,-0.1640959752529204,0.1640959752529204,-0.1861351309151597,0.1861351309151597,0.8414589468737688,0.0269477978283202,4.133167443846698,0.1331674438466983,0.0312042888253927,0.8991520075762548,-10.447816848754885,-0.108747843447262,0.108747843447262,-0.1076699970097489,0.1076699970097489,1.037471560909219,0.0229879826918939,4.270411228755135,0.270411228755135,0.0325212373087803,0.91736934982301,-10.093521118164062,1920,1080,,False,9423.044923543315
hard_1mm_r1,own,1.5,62.54876008433481,0.1359381356364863,own,17,0.0422458791921451,0.7181799462664671,-0.0796228049184221,0.0796228049184221,-0.0808353376908496,0.0808353376908496,0.955728512511631,0.0163235234496125,3.9634235971107663,-0.0365764028892336,0.0244298881540695,-0.0071721544764444,0.0216374457962156,0.0084456798907721,0.0132522570888846,1.0836672773180522,0.0212989568057228,4.122553406969959,0.1225534069699589,0.0244625724024242,-0.1541847150733659,0.1541847150733659,-0.1710830954642243,0.1710830954642243,0.8931930252995885,0.0277289098182033,4.164604736804725,0.1646047368047254,0.031051247070233,0.9000301491070557,-13.53585720062256,-0.0952109868987118,0.0952109868987118,-0.0880657648475118,0.0880657648475118,1.089848066758781,0.0213181966320925,4.292185135149626,0.2921851351496256,0.0316995326429605,0.9186204691966424,-9.462322235107422,1280,720,,False,4188.019966019251
hard_1mm_r1,own,2.249121608399084,41.715458949009474,0.1359381356364863,own,17,0.0422458791921451,0.7181799462664671,-0.0674730640800799,0.0674730640800799,-0.0650665005071357,0.0650665005071357,0.9876688939467564,0.015955080520347,3.9817983663755743,-0.0182016336244257,0.0239616688340902,0.0094931630556445,0.0268467586938684,0.0272549413121347,0.0272549413121347,1.105379244511993,0.0213166845893638,4.1523098480046094,0.1523098480046094,0.0239635076787736,-0.1443726460643078,0.1443726460643078,-0.1567677305818744,0.1567677305818744,0.9357373252221116,0.0277083623571729,4.16913558082607,0.1691355808260697,0.0310804129888614,0.9099449135002736,-13.5704345703125,-0.0812203396615848,0.0812203396615848,-0.0689885904819913,0.0689885904819913,1.1311849567876084,0.0188481608474961,4.318745297746265,0.3187452977462648,0.0313471518456935,0.9308661474766372,-10.304845809936523,854,480,,False,1864.2516903914163
hard_1mm_r1,own,3.0,31.274380042167376,0.1359381356364863,own,17,0.0422458791921451,0.7181799462664671,-0.0496026739537039,0.0496026739537039,-0.0417368317470629,0.0417368317470629,1.0279255942887977,0.0199895636630133,4.057219820278736,0.0572198202787364,0.0348673385522327,0.0352477298223266,0.0402594452671651,0.0555231016195789,0.0555231016195789,1.1256096494391836,0.0250104398375342,4.229479361642259,0.2294793616422588,0.0348681137687488,-0.1254110413664358,0.1254110413664358,-0.1282140104007065,0.1282140104007065,0.9625329501282176,0.0210906141608498,4.357300147108515,0.3573001471085151,0.0448650292106544,0.9354700291076498,-11.309931755065918,-0.0553094298798737,0.0553094298798737,-0.0322155584402525,0.0322155584402525,1.1565652782526474,0.0232378475975104,4.480078383711277,0.4800783837112767,0.0450588155094627,0.95452215040636,-9.926244735717772,640,360,,False,1047.0049915048128
hard_1mm_r1,own,4.503519750244809,20.83329158740826,0.1359381356364863,own,17,0.0422458791921451,0.7181799462664671,-0.0367889489988683,0.0367889489988683,-0.0257569177866095,0.0257569177866095,1.056019686250659,0.0197942896753114,4.046753657130428,0.0467536571304281,0.0290066049038528,0.0550230683949774,0.0569990166021922,0.0764404039417274,0.0764404039417274,1.1405183518981703,0.0247674377930506,4.216240247177364,0.2162402471773639,0.0290066049038528,-0.1222334082797964,0.1222334082797964,-0.1241519507934761,0.1241519507934761,0.981673253496396,0.0222904407979827,4.294616759868849,0.2946167598688491,0.0394751785191939,0.918163056297754,-14.036243438720703,-0.0465993762615196,0.0465993762615196,-0.0223301229089869,0.0223301229089869,1.177398017276528,0.0208489764386826,4.510232975612979,0.5102329756129791,0.0394884887767429,0.950171252977653,-11.768288612365724,426,240,,False,463.88251425372886
hard_1mm_r1,own,6.0,15.637190021083686,0.1359381356364863,own,17,0.0422458791921451,0.7181799462664671,-0.0333105514698161,0.0336887626431852,-0.0218167834989792,0.0223841002590329,1.0613047557284707,0.0189816276588122,4.032128403284809,0.0321284032848092,0.0261261162687837,0.0616106580626997,0.0630124798054977,0.082993974048622,0.082993974048622,1.1421299126251392,0.0242956023391581,4.198983198646943,0.1989831986469425,0.0261261162687837,-0.1195222758264875,0.1195222758264875,-0.1202206230874886,0.1202206230874886,0.9871582695017658,0.0219297987626034,4.265586623584991,0.2655866235849906,0.0359812816754696,0.9263056304248728,-10.885526657104492,-0.0412457676609724,0.0420783932280268,-0.015591494553104,0.0168404329036855,1.1846351708055354,0.0217494887610002,4.454207697879819,0.4542076978798191,0.0359812816754696,0.943046586884488,-10.784297943115234,320,180,,False,261.7512478762032
hard_1mm_r1,own,12.0,7.818595010541846,0.1359381356364863,own,16,0.0448862466416541,0.7181799462664671,-0.0143188040217745,0.0239045654743236,0.0006276890527211,0.0137509531261025,1.0933990325424008,0.0190264125396688,3.9694577653272174,-0.0305422346727826,0.0232564269154949,0.0832528615779688,0.0832528615779688,0.1070822715075902,0.1070822715075902,1.1674204782127289,0.024183171960956,4.141145765372593,0.1411457653725927,0.0232564269154949,-0.0968726142314388,0.0968726142314388,-0.0886859706373218,0.0886859706373218,1.0432508100058595,0.0195670324918332,4.14690984213336,0.1469098421333603,0.0289362336447168,0.9173611034170104,-11.309932708740234,-0.0166200396411545,0.0403115220645509,0.0177686118175473,0.0177686118175473,1.24031564926738,0.0271900170538529,4.352965475466376,0.3529654754663758,0.0289362336447168,0.936715569332374,-10.30484676361084,160,90,,False,65.4378119690508
hard_1mm_r1,own,24.0,3.909297505270923,0.1359381356364863,own,16,0.0448862466416541,0.7181799462664671,-0.0048633545052716,0.0176871912809067,0.0068526612790744,0.0123830938843782,1.0624714031233489,0.0173081628807535,3.8483834585045127,-0.1516165414954873,0.0202219797175453,0.0829924420479007,0.0829924420479007,0.1030488833108265,0.1030488833108265,1.13330235134915,0.0225156922454245,4.069425931374283,0.0694259313742833,0.0202219797175453,-0.1044903230523062,0.1044903230523062,-0.104514451715385,0.104514451715385,1.0436725850151392,0.0208987706421703,4.123554609207353,0.1235546092073534,0.0313132259276845,0.9405087526854766,-14.036243438720703,-0.0326672301710924,0.0401734047502385,-0.0083182296836329,0.019577491552352,1.2254174102443849,0.0096364594575691,4.247785447897672,0.2477854478976722,0.0313132259276844,0.943495283155773,-11.309932708740234,80,45,,False,16.3594529922627
hard_1mm_r1,own,40.0,2.345578503162554,0.1359381356364863,own,15,0.0478786630844311,0.7181799462664671,-0.0281973614602619,0.0287449918129063,-0.0268458206251285,0.027667266154095,0.9819271721657072,0.023927010646438,3.6064315386829415,-0.3935684613170584,0.0144846780557881,0.0393141082592214,0.0410557475403847,0.0534029286617139,0.0534029286617139,1.0832616267537662,0.0280244706815254,3.781489613359003,-0.2185103866409972,0.0144846780557881,-0.0959051090846099,0.0959051090846099,-0.0990116925486605,0.0990116925486605,0.9768414361863778,0.0221229041575263,3.745181554441274,-0.2548184455587261,0.0358381108225559,0.9300976807102312,-18.43494987487793,-0.0364293970961137,0.0447396684625309,-0.018762943261818,0.0312283503114438,1.1307790255106105,0.025864226405996,4.031455644202873,0.0314556442028726,0.0358381108225559,0.9341930802544538,-18.43494987487793,48,27,,False,5.889403077214571
hard_1mm_r1,own,60.0,1.5637190021083691,0.1359381356364863,own,14,0.0512985675904619,0.7181799462664671,-0.0246034542502098,0.0281370009119392,-0.0327343469649834,0.0344945224131771,0.8740973867974301,0.0281486216819807,3.2788451128945955,-0.7211548871054045,0.0139692735955081,0.0505057579314869,0.0512509689381089,0.0684350576631882,0.0684350576631882,1.0565525432017406,0.0411183434777013,3.2418020502686296,-0.7581979497313704,0.013969273595508,-0.0981701067446744,0.0981701067446744,-0.1100025489172364,0.1100025489172364,0.9331258294630064,0.0149049788206586,3.737306669205266,-0.2626933307947339,0.0096855444541315,0.9358974123023068,-26.565052032470703,-0.0363271433429532,0.0370248877330816,-0.0292479973182122,0.0302946139034049,1.1481395572612374,0.0285334440866447,3.47532609945158,-0.5246739005484198,0.0096855444541315,0.9583333403578088,-90.0,32,18,,False,2.6175124787620323
